YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2014,Ford,F-150,silver,gray,SuperCrew,464900,17,Jan,27347.06,20393,Below Market
2012,BMW,5 Series,black,black,Sedan,464875,15,May,30991.67,32956,Above Market
2014,Kia,Optima,silver,gray,Sedan,464100,32,Feb,14503.13,21539,Below Market
2013,Ford,Escape,green,black,SUV,463800,29,Jan,15993.1,35964,Below Market
2012,Nissan,Altima,white,black,Sedan,463700,39,Mar,11889.74,32700,Below Market
2013,Ford,Fusion,white,black,Sedan,463150,33,May,14034.85,37661,Below Market
2013,Ford,Explorer,silver,black,SUV,463050,18,Jan,25725,43850,Above Market
2013,Ford,Escape,—,gray,SUV,462850,32,Feb,14464.06,47712,Below Market
2013,Ford,F-150,white,black,SuperCrew,462700,13,Jan,35592.31,28218,Above Market
2012,Infiniti,M,gray,black,Sedan,462200,18,Jan,25677.78,43933,Above Market
2013,Nissan,Altima,red,black,Sedan,461901,34,Feb,13585.32,44472,Above Market
2011,Ford,F-150,black,black,SuperCrew,461750,15,Feb,30783.33,53994,Above Market
2013,Chevrolet,Equinox,white,black,SUV,461201,26,Feb,17738.5,51825,Above Market
2012,Ford,Fusion,white,gray,Sedan,461103,46,Feb,10023.98,52277,Below Market
2014,Nissan,Altima,—,black,Sedan,460600,26,Feb,17715.38,22272,Above Market
2012,Ford,F-150,white,gray,SuperCrew,460550,22,Jan,20934.09,61066,Below Market
2012,Ford,Escape,blue,black,SUV,460500,30,Jan,15350,39408,Below Market
2013,Ford,Escape,white,gray,suv,460500,29,Jun,15879.31,43063,Above Market
2013,Ford,Fusion,gray,black,sedan,460350,34,Jun,13539.71,40482,Above Market
2012,Infiniti,G Sedan,black,black,G Sedan,459950,24,May,19164.58,37250,Above Market
2014,Ford,F-150,white,gray,Regular Cab,459350,28,May,16405.36,11244,Below Market
2013,Nissan,Sentra,gray,black,Sedan,459350,37,Feb,12414.86,28163,Above Market
2012,Hyundai,Sonata,silver,gray,Sedan,459100,35,Feb,13117.14,34903,Above Market
2012,Toyota,Camry,black,black,Sedan,459100,34,Jan,13502.94,39817,Below Market
2012,Infiniti,M,gray,black,sedan,459100,20,Jun,22955,37380,Below Market
2012,Hyundai,Sonata,gray,gray,Sedan,459000,35,Jan,13114.29,34090,Above Market
2012,Ford,Edge,black,black,SUV,458550,22,Jan,20843.18,33833,Above Market
2013,Dodge,Avenger,gray,black,sedan,458400,46,Jun,9965.22,50357,Above Market
2013,Hyundai,Sonata,blue,gray,Sedan,458300,33,Jan,13887.88,34877,Above Market
2012,Nissan,Rogue,silver,black,suv,458100,30,Jun,15270,35264,Above Market
2011,Ford,F-150,white,gray,SuperCrew,457450,20,Jan,22872.5,57164,Above Market
2014,Nissan,Altima,—,black,Sedan,457300,32,Feb,14290.63,25949,Below Market
2013,Ford,Escape,silver,black,SUV,457100,30,Jan,15236.67,44494,Below Market
2012,Toyota,Camry,silver,gray,Sedan,457100,36,Jan,12697.22,40613,Below Market
2012,Mercedes-Benz,C-Class,black,black,sedan,457000,22,Jun,20772.73,33996,Above Market
2012,Nissan,Rogue,white,black,SUV,456950,29,May,15756.9,37481,Above Market
2011,Infiniti,G Sedan,white,black,G Sedan,456750,23,Jan,19858.7,36714,Above Market
2013,Chrysler,300,black,black,Sedan,456500,19,Feb,24026.32,23638,Above Market
2012,Ford,Fusion,white,gray,Sedan,456450,41,Feb,11132.93,58294,Above Market
2013,Jeep,Wrangler,white,black,SUV,456450,17,Feb,26850,34868,Above Market
2012,Toyota,Camry,black,gray,sedan,455900,37,Jun,12321.62,38809,Below Market
2012,Toyota,Camry,black,gray,sedan,455850,32,Jun,14245.31,36282,Above Market
2013,Chevrolet,Equinox,white,black,SUV,455102,27,Feb,16855.63,51660,Below Market
2013,Ford,Escape,black,black,SUV,454800,29,May,15682.76,40352,Below Market
2012,Infiniti,G Sedan,white,gray,g sedan,454350,24,Jun,18931.25,34473,Above Market
2013,BMW,5 Series,black,black,Sedan,454250,13,Feb,34942.31,25406,Below Market
2012,Ford,Explorer,black,black,SUV,454100,21,Jan,21623.81,42621,Below Market
2013,Ford,F-150,white,black,SuperCrew,453700,13,Feb,34900,33458,Below Market
2013,Mercedes-Benz,E-Class,white,black,Sedan,453602,14,Feb,32400.14,24000,Above Market
2013,Volkswagen,Passat,gray,black,Sedan,453552,39,Feb,11629.54,48271,Below Market
2011,Nissan,Maxima,blue,black,Sedan,453500,30,Jan,15116.67,42038,Below Market
2013,Ford,Escape,gray,gray,SUV,453300,32,Jan,14165.63,68425,Below Market
2012,Nissan,Altima,black,black,Sedan,453300,36,May,12591.67,41118,Above Market
2011,Ford,F-150,white,gray,SuperCrew,453250,25,Jan,18130,78347,Below Market
2012,Nissan,Maxima,black,black,Sedan,453000,26,Jan,17423.08,42651,Above Market
2014,Chevrolet,Cruze,blue,black,Sedan,452900,36,Jan,12580.56,29597,Below Market
2012,Nissan,Maxima,white,black,sedan,452700,29,Jun,15610.34,37422,Below Market
2012,Nissan,Rogue,black,black,SUV,452500,29,Mar,15603.45,40639,Above Market
2012,Chevrolet,Malibu,silver,gray,Sedan,452450,45,Jan,10054.44,57325,Above Market
2012,Infiniti,G Coupe,black,black,g coupe,452100,20,Jun,22605,32922,Above Market
2012,Nissan,Maxima,white,beige,Sedan,452050,24,Feb,18835.42,37906,Above Market
2012,Mercedes-Benz,E-Class,black,black,Sedan,452050,16,Feb,28253.13,31894,Above Market
2011,Infiniti,G Coupe,black,black,G Coupe,451550,21,Jan,21502.38,35369,Above Market
2015,Ford,Explorer,silver,black,SUV,450800,13,Feb,34676.92,18132,Above Market
2013,Ford,Fusion,black,black,Sedan,450400,30,Mar,15013.33,27183,Below Market
2012,Infiniti,G Sedan,black,black,G Sedan,450350,27,May,16679.63,43878,Below Market
2013,Hyundai,Elantra,silver,gray,sedan,449550,43,Jun,10454.65,26925,Below Market
2014,Chevrolet,Cruze,red,black,Sedan,449300,32,Jan,14040.63,22543,Above Market
2014,Dodge,Journey,white,black,SUV,448900,25,Jan,17956,23014,Above Market
2012,BMW,7 Series,black,black,Sedan,448150,13,Feb,34473.08,37828,Below Market
2014,Nissan,Altima,white,black,Sedan,448100,32,Feb,14003.13,22894,Below Market
2013,Ford,Escape,black,gray,SUV,448051,28,Feb,16001.82,45536,Above Market
2014,Dodge,Charger,gray,black,sedan,448000,25,Jun,17920,20272,Below Market
2012,Honda,Pilot,gray,gray,SUV,447700,21,Feb,21319.05,40826,Above Market
2014,Chevrolet,Express,white,gray,Van,447100,20,Feb,22355,21797,Below Market
2014,Jeep,Grand Cherokee,black,black,SUV,446650,14,May,31903.57,28968,Below Market
2012,Honda,Accord,silver,black,Sedan,445800,36,Feb,12383.33,30584,Below Market
2013,Chevrolet,Equinox,silver,black,SUV,445800,28,Feb,15921.43,47064,Below Market
2012,Honda,Accord,silver,gray,Sedan,445750,33,Feb,13507.58,35779,Above Market
2012,Jeep,Grand Cherokee,gray,black,SUV,445750,20,Jan,22287.5,37311,Below Market
2014,Chrysler,300,black,black,sedan,445700,19,Jun,23457.89,21732,Above Market
2012,Mercedes-Benz,E-Class,black,black,sedan,445550,17,Jun,26208.82,36791,Below Market
2012,BMW,5 Series,gray,gray,Sedan,445300,16,Feb,27831.25,39973,Below Market
2012,Hyundai,Sonata,blue,gray,Sedan,445200,37,Feb,12032.43,33981,Below Market
2013,Ford,F-150,black,black,SuperCrew,445200,13,Jan,34246.15,23715,Above Market
2012,Jeep,Grand Cherokee,silver,black,SUV,445150,17,Feb,26185.29,36697,Above Market
2013,Nissan,Altima,gray,black,Sedan,444451,30,Mar,14815.03,33421,Above Market
2014,Ford,Fusion,gray,black,Sedan,444250,29,Jan,15318.97,27171,Below Market
2012,Nissan,Altima,white,tan,Sedan,444050,34,Jan,13060.29,42523,Above Market
2012,Ford,Fusion,black,black,Sedan,444000,35,Jan,12685.71,38958,Above Market
2014,Dodge,Journey,silver,black,SUV,444000,25,Feb,17760,21210,Above Market
2012,Honda,Pilot,black,gray,SUV,443100,20,Jan,22155,39343,Above Market
2011,Ford,F-150,—,gray,SuperCrew,443000,18,Jan,24611.11,47797,Above Market
2012,Ford,Escape,black,black,suv,442900,28,Jun,15817.86,43403,Above Market
2013,Nissan,Altima,silver,black,Sedan,442752,32,Mar,13836,41923,Above Market
2013,Chevrolet,Impala,gray,black,sedan,442700,44,Jun,10061.36,52892,Above Market
2014,Ford,Escape,silver,black,SUV,442600,22,Jan,20118.18,23829,Above Market
2012,Nissan,Rogue,gray,gray,suv,442600,30,Jun,14753.33,34263,Above Market
2012,Infiniti,G Sedan,white,beige,g sedan,442200,23,Jun,19226.09,35694,Above Market
2013,Jeep,Wrangler,black,black,SUV,441700,17,Feb,25982.35,29695,Above Market
2013,Dodge,Grand Caravan,white,black,Minivan,441501,34,Jan,12985.32,53187,Above Market
2013,Infiniti,G Sedan,blue,black,G Sedan,441350,19,Jan,23228.95,20793,Above Market
2012,Chevrolet,Traverse,white,gray,SUV,441300,28,Feb,15760.71,57193,Above Market
2013,Nissan,Altima,gray,black,Sedan,441201,37,Mar,11924.35,42195,Below Market
2014,Toyota,Camry,white,black,Sedan,441100,26,Jan,16965.38,19467,Above Market
2013,Chevrolet,Tahoe,silver,black,suv,440950,14,Jun,31496.43,55136,Above Market
2011,BMW,3 Series,white,black,Sedan,440650,21,Feb,20983.33,37624,Above Market
2013,Infiniti,G Sedan,blue,black,G Sedan,440550,19,Feb,23186.84,18252,Above Market
2012,Nissan,Altima,blue,black,Sedan,440300,32,Mar,13759.38,36039,Above Market
2013,Ford,Edge,silver,black,suv,439800,26,Jun,16915.38,50384,Below Market
2012,Volkswagen,Passat,gray,black,Sedan,439500,40,Jan,10987.5,31496,Below Market
2014,Infiniti,Q50,white,black,Sedan,439300,14,Jan,31378.57,17010,Above Market
2013,Dodge,Charger,black,black,sedan,438900,27,Jun,16255.56,45996,Above Market
2012,Lincoln,MKZ,black,black,Sedan,438850,30,Jan,14628.33,32898,Below Market
2013,Toyota,RAV4,silver,gray,SUV,438802,25,Feb,17552.08,48747,Below Market
2014,Ford,E-Series Van,white,gray,E-Series Van,438650,22,Jun,19938.64,19282,Above Market
2014,Toyota,Camry,gray,gray,sedan,438400,31,Jun,14141.94,23621,Below Market
2012,Ford,F-150,black,black,SuperCrew,438300,14,Jan,31307.14,55883,Above Market
2012,Hyundai,Sonata,blue,gray,Sedan,437700,32,Feb,13678.13,33717,Above Market
2013,Ford,Focus,gray,black,Sedan,437350,42,Jan,10413.1,29192,Below Market
2014,Chrysler,300,white,black,Sedan,437300,21,Feb,20823.81,20991,Below Market
2013,Hyundai,Elantra,gray,gray,Sedan,437050,42,Jan,10405.95,33365,Below Market
2014,BMW,3 Series,gray,black,Sedan,437000,13,Dec,33615.38,9648,Above Market
2014,Chevrolet,Silverado 1500,black,black,Crew Cab,436900,14,Feb,31207.14,19132,Above Market
2011,Infiniti,G Sedan,white,black,G Sedan,436850,23,Feb,18993.48,34576,Above Market
2012,Nissan,Altima,white,black,Sedan,436751,39,Dec,11198.74,38561,Below Market
2012,Hyundai,Sonata,gray,gray,Sedan,435900,33,Feb,13209.09,37239,Above Market
2013,Nissan,Altima,white,black,Sedan,435700,30,Mar,14523.33,37414,Above Market
2012,Ford,Explorer,black,black,SUV,435600,20,Feb,21780,52458,Below Market
2013,Mercedes-Benz,S-Class,—,black,Sedan,435450,9,Feb,48383.33,22628,Below Market
2014,Ford,Escape,white,gray,SUV,435300,22,Feb,19786.36,26453,Above Market
2011,Nissan,Rogue,black,black,SUV,435200,32,Feb,13600,43051,Above Market
2013,Dodge,Grand Caravan,black,black,Minivan,435100,34,Feb,12797.06,59586,Above Market
2014,Nissan,Altima,gray,black,Sedan,435050,32,Jan,13595.31,23205,Below Market
2012,BMW,X5,black,black,suv,435000,13,Jun,33461.54,37983,Above Market
2012,Volkswagen,Passat,gray,black,Sedan,434950,41,Feb,10608.54,38429,Below Market
2012,Ford,Escape,gray,black,suv,434650,26,Jun,16717.31,37084,Above Market
2012,Toyota,Camry,black,gray,Sedan,434500,32,Feb,13578.13,43108,Above Market
2013,Lexus,RX 350,black,black,SUV,434200,13,Feb,33400,26737,Above Market
2011,Nissan,Maxima,silver,black,Sedan,434000,28,Feb,15500,37388,Below Market
2013,Ford,Fusion,white,black,Sedan,433950,25,Mar,17358,31626,Above Market
2012,Chevrolet,Malibu,silver,gray,Sedan,433150,42,Feb,10313.1,55445,Above Market
2013,Ford,F-150,blue,gray,SuperCrew,433050,18,Feb,24058.33,46567,Below Market
2014,Jeep,Grand Cherokee,gray,black,suv,432950,13,Jun,33303.85,23881,Below Market
2012,Lexus,RX 350,gray,black,SUV,432850,16,Jan,27053.13,36900,Below Market
2012,Lexus,RX 350,black,black,SUV,432700,15,Feb,28846.67,37015,Above Market
2012,Ford,Fusion,silver,black,Sedan,432350,40,Feb,10808.75,61868,Above Market
2014,Ford,F-150,red,gray,SuperCrew,432300,16,Jan,27018.75,17256,Above Market
2014,Ford,Mustang,—,black,Coupe,432000,20,Jan,21600,21216,Above Market
2012,Ford,Explorer,gray,black,SUV,431900,18,Feb,23994.44,43246,Below Market
2013,Mercedes-Benz,GL-Class,blue,black,SUV,431501,11,Jun,39227.36,37090,Below Market
2013,Ford,Explorer,white,gray,SUV,431400,19,Feb,22705.26,45776,Below Market
2014,Jeep,Grand Cherokee,gray,black,SUV,431150,13,Feb,33165.38,15891,Above Market
2012,Ford,E-Series Van,white,gray,E-Series Van,431100,26,Jan,16580.77,50162,Above Market
2011,Ford,F-150,—,black,SuperCrew,430700,15,Feb,28713.33,53372,Above Market
2013,Chevrolet,Impala,silver,black,sedan,430602,44,Jun,9786.41,55091,Above Market
2014,Dodge,Grand Caravan,white,black,Minivan,430600,24,Mar,17941.67,27835,Above Market
2013,Infiniti,G Coupe,black,black,g coupe,430550,17,Jun,25326.47,19842,Above Market
2014,Jeep,Compass,gray,black,SUV,430500,27,Feb,15944.44,21243,Below Market
2013,Ford,F-150,black,gray,SuperCrew,430300,17,Jan,25311.76,33971,Below Market
2013,Chrysler,Town and Country,white,black,minivan,430250,24,Jun,17927.08,38234,Above Market
2013,Infiniti,G Coupe,black,black,G Coupe,430200,17,Feb,25305.88,20292,Above Market
2013,Ford,Escape,—,black,SUV,430200,23,Feb,18704.35,28573,Above Market
2014,BMW,5 Series,white,black,Sedan,430200,9,Jan,47800,10537,Above Market
2014,Ford,Mustang,gray,black,Convertible,430001,30,Jan,14333.37,46486,Below Market
2012,Mercedes-Benz,C-Class,black,black,Sedan,429950,21,Dec,20473.81,32259,Below Market
2013,Infiniti,G Sedan,gray,gray,G Sedan,429950,19,Feb,22628.95,22394,Above Market
2013,Ford,Escape,—,gray,SUV,429800,24,Mar,17908.33,31741,Above Market
2013,Ford,Escape,white,gray,SUV,429500,30,Feb,14316.67,40827,Below Market
2013,Toyota,Corolla,white,gray,Sedan,429450,36,Feb,11929.17,43996,Above Market
2011,Mercedes-Benz,C-Class,black,black,Sedan,429350,23,Feb,18667.39,43084,Above Market
2014,Toyota,Camry,gray,black,Sedan,429200,27,Dec,15896.3,15266,Below Market
2014,Chrysler,Town and Country,black,black,minivan,429150,21,Jun,20435.71,29709,Above Market
2012,Honda,Accord,white,tan,Sedan,428700,29,Feb,14782.76,31219,Above Market
2013,Nissan,Rogue,black,black,suv,428601,28,Jun,15307.18,31107,Above Market
2013,Mercedes-Benz,C-Class,black,black,Sedan,428501,19,Dec,22552.68,21304,Below Market
2012,Ford,Explorer,gray,black,SUV,428200,19,Jan,22536.84,38543,Below Market
2014,Toyota,Camry,white,black,Sedan,428002,24,Feb,17833.42,21168,Above Market
2013,Infiniti,G Coupe,white,black,g coupe,428000,17,Jun,25176.47,19734,Above Market
2014,Chevrolet,Tahoe,black,black,SUV,428000,11,Feb,38909.09,39734,Below Market
2011,Ford,F-150,blue,gray,SuperCrew,427950,18,Jan,23775,46616,Above Market
2013,Ford,Edge,gray,black,suv,427501,21,Jun,20357.19,40951,Below Market
2012,Nissan,Altima,—,black,Sedan,427250,38,Jan,11243.42,33425,Below Market
2013,Dodge,Charger,black,black,Sedan,427150,20,Feb,21357.5,29067,Above Market
2013,Hyundai,Sonata,blue,gray,Sedan,427100,32,Feb,13346.88,33511,Above Market
2012,Lexus,RX 350,gray,black,SUV,427000,16,Feb,26687.5,37129,Below Market
2011,Infiniti,G Coupe,gray,black,G Coupe,427000,22,Feb,19409.09,31271,Below Market
2014,Dodge,Journey,white,black,SUV,426750,25,Feb,17070,22173,Above Market
2014,Ford,Escape,gray,gray,SUV,426700,25,Jan,17068,30932,Below Market
2012,Hyundai,Sonata,gray,gray,Sedan,426450,35,Feb,12184.29,37461,Below Market
2013,Ford,F-150,white,gray,SuperCrew,426000,17,Jan,25058.82,43968,Above Market
2013,Mercedes-Benz,C-Class,black,black,Sedan,425800,17,Feb,25047.06,21115,Above Market
2013,Chevrolet,Equinox,silver,black,suv,425700,26,Jun,16373.08,47795,Above Market
2015,Chevrolet,Silverado 2500HD,white,gray,Crew Cab,425500,11,Jan,38681.82,17946,Below Market
2014,Toyota,Camry,red,black,Sedan,425300,25,Jan,17012,17493,Above Market
2011,Ford,F-150,black,gray,SuperCrew,424650,17,Feb,24979.41,49806,Above Market
2012,Toyota,Camry,white,black,Sedan,424600,28,Jan,15164.29,40766,Above Market
2014,Kia,Optima,silver,gray,Sedan,424400,28,Jan,15157.14,22400,Above Market
2014,Dodge,Journey,gray,black,SUV,424150,26,Jan,16313.46,19951,Below Market
2013,Jeep,Wrangler,black,black,SUV,423900,17,Jan,24935.29,28796,Below Market
2014,BMW,5 Series,black,black,Sedan,423750,10,Feb,42375,12379,Below Market
2012,Infiniti,M,gray,black,sedan,423600,17,Jun,24917.65,40893,Above Market
2012,BMW,5 Series,white,black,sedan,423050,14,Jun,30217.86,35743,Above Market
2013,Ford,Escape,white,black,SUV,422300,24,Feb,17595.83,35524,Below Market
2012,Ford,F-150,gray,gray,SuperCrew,421900,16,Feb,26368.75,45558,Above Market
2013,Ford,F-150,white,gray,SuperCrew,421600,17,May,24800,45479,Below Market
2014,Chrysler,300,black,black,Sedan,421600,19,Jan,22189.47,19520,Below Market
2013,Mercedes-Benz,S-Class,—,black,Sedan,421000,9,Jan,46777.78,20802,Below Market
2013,Infiniti,G Sedan,—,black,G Sedan,420750,20,Feb,21037.5,20120,Below Market
2013,Hyundai,Sonata,black,gray,Sedan,420700,36,Jan,11686.11,36836,Below Market
2013,Ford,Escape,red,black,SUV,420600,20,Feb,21030,19796,Above Market
2013,Ford,Focus,white,black,Sedan,420600,37,Feb,11367.57,33426,Above Market
2013,Ford,Edge,silver,black,SUV,420100,24,Jan,17504.17,42146,Below Market
2012,Dodge,Grand Caravan,white,black,Minivan,419800,39,Feb,10764.1,72308,Above Market
2014,Dodge,Charger,black,black,sedan,419750,20,Jun,20987.5,23375,Above Market
2015,Mazda,CX-5,gray,black,SUV,419600,22,Feb,19072.73,22102,Below Market
2012,Infiniti,G Sedan,white,gray,G Sedan,419400,21,Feb,19971.43,32120,Above Market
2012,Acura,TSX,black,black,Sedan,419200,26,Feb,16123.08,37409,Below Market
2014,Toyota,Camry,gray,black,sedan,418850,29,Jun,14443.1,26907,Below Market
2014,Toyota,Camry,silver,gray,sedan,418600,30,Jun,13953.33,23279,Below Market
2012,Infiniti,G Sedan,—,black,G Sedan,418400,20,Feb,20920,34023,Above Market
2013,Nissan,Altima,black,black,Sedan,418250,32,Dec,13070.31,29363,Below Market
2013,Infiniti,G Sedan,gray,black,G Sedan,417850,19,May,21992.11,22740,Above Market
2013,Hyundai,Elantra,black,gray,Sedan,417600,35,Feb,11931.43,35991,Above Market
2014,Dodge,Grand Caravan,silver,black,Minivan,417500,25,Jan,16700,23732,Below Market
2014,Ford,Focus,red,black,Sedan,417400,33,Feb,12648.48,26771,Above Market
2014,Chevrolet,Express Cargo,white,gray,Van,417200,22,Feb,18963.64,31266,Below Market
2015,Ford,Explorer,black,black,SUV,417200,12,Feb,34766.67,16609,Above Market
2014,Dodge,Durango,gray,black,SUV,417100,14,Jan,29792.86,19846,Below Market
2012,Honda,Pilot,black,gray,SUV,417000,21,Jan,19857.14,35722,Below Market
2013,BMW,3 Series,white,black,Sedan,416800,14,Jan,29771.43,27566,Above Market
2014,Ram,1500,white,gray,Quad Cab,416250,19,Feb,21907.89,22971,Below Market
2013,Dodge,Grand Caravan,white,black,minivan,416101,35,Jun,11888.6,60387,Above Market
2014,Ford,Escape,black,gray,SUV,415550,22,Feb,18888.64,26469,Above Market
2014,Chevrolet,Silverado 1500,black,black,Crew Cab,415200,15,Feb,27680,14980,Below Market
2013,Mercedes-Benz,C-Class,black,black,Sedan,415001,17,Jan,24411.82,26620,Above Market
2013,Ford,F-150,gray,gray,SuperCrew,414900,16,Feb,25931.25,31765,Above Market
2012,BMW,3 Series,black,black,Sedan,414850,15,Feb,27656.67,31674,Above Market
2014,Ford,Fusion,—,black,Sedan,414800,26,May,15953.85,29721,Above Market
2012,Nissan,Maxima,gray,black,sedan,414550,27,Jun,15353.7,38016,Below Market
2013,Chevrolet,Suburban,white,black,SUV,414102,13,Feb,31854,59500,Above Market
2012,Lexus,IS 250,black,black,Sedan,413500,18,Jan,22972.22,31416,Above Market
2013,Chevrolet,Impala,white,black,sedan,413202,41,Jun,10078.1,53579,Above Market
2014,Ford,E-Series Wagon,—,gray,Van,413100,20,Feb,20655,23767,Below Market
2012,Hyundai,Elantra,silver,gray,Sedan,412950,35,Jan,11798.57,32499,Above Market
2014,Dodge,Grand Caravan,gold,black,Minivan,412900,24,Feb,17204.17,20854,Below Market
2014,Ford,Focus,—,black,Sedan,412300,32,Feb,12884.38,21133,Above Market
2013,Ford,Focus,silver,black,Sedan,412300,44,Feb,9370.45,42246,Below Market
2013,Infiniti,G Sedan,—,black,G Sedan,411850,18,Feb,22880.56,22281,Above Market
2013,Chevrolet,Equinox,silver,black,SUV,411802,26,Jan,15838.54,50812,Below Market
2012,Honda,Pilot,gray,gray,SUV,411550,21,Feb,19597.62,46050,Below Market
