YEAR,MAKE,MODEL,COLOR,INTERIOR,BODY,TOTAL_REVENUE,UNITS_SOLD,MONTH_SALE,AVG_PRICE,AVG_MILEAGE,MARKET_POSITION
2013,Hyundai,Elantra,white,tan,Sedan,286500,24,Feb,11937.5,33739,Above Market
2014,Chevrolet,Cruze,red,beige,Sedan,286300,20,Feb,14315,21711,Above Market
2013,Ford,Edge,black,black,SUV,286300,15,Dec,19086.67,24742,Below Market
2012,Toyota,Highlander,gray,gray,SUV,286150,12,Feb,23845.83,55686,Above Market
2014,Nissan,Altima,white,black,sedan,286150,22,Jun,13006.82,25585,Below Market
2014,Kia,Forte,white,black,Sedan,286100,23,Jan,12439.13,21042,Above Market
2011,Infiniti,G Sedan,gray,gray,G Sedan,285900,15,Jan,19060,37949,Above Market
2012,BMW,3 Series,black,black,sedan,285850,14,Jun,20417.86,41194,Below Market
2014,Dodge,Journey,red,black,SUV,285800,17,Feb,16811.76,19205,Above Market
2012,Acura,MDX,black,black,SUV,285750,10,Feb,28575,36488,Above Market
2014,BMW,3 Series,black,—,Sedan,285750,9,Jan,31750,5248,Above Market
2014,Dodge,Charger,—,black,Sedan,285700,16,Feb,17856.25,19423,Above Market
2014,Jeep,Cherokee,white,black,SUV,285700,13,Feb,21976.92,12297,Above Market
2013,Mercedes-Benz,C-Class,white,black,sedan,285550,12,Jun,23795.83,22372,Above Market
2013,Ford,Edge,gray,black,SUV,285500,15,May,19033.33,44119,Below Market
2012,,,gray,black,,285500,8,Jan,35687.5,48442,Below Market
2012,Jeep,Grand Cherokee,silver,black,SUV,285400,13,Jan,21953.85,44701,Below Market
2014,Ford,Escape,gray,gray,suv,285300,17,Jun,16782.35,24068,Below Market
2012,Ford,Fusion,silver,gray,Sedan,285200,28,Jan,10185.71,67110,Above Market
2013,Ford,Explorer,red,black,SUV,285200,10,Jan,28520,29532,Below Market
2012,Chevrolet,Cruze,blue,gray,Sedan,285150,28,Feb,10183.93,35910,Above Market
2012,Hyundai,Sonata,white,beige,Sedan,285050,21,Feb,13573.81,34337,Above Market
2013,Chevrolet,Malibu,silver,black,Sedan,284950,21,Jan,13569.05,43438,Above Market
2015,Kia,Sorento,black,black,SUV,284750,14,Jan,20339.29,12888,Below Market
2013,Toyota,Corolla,gray,gray,Sedan,284701,24,Jan,11862.54,38339,Above Market
2014,Nissan,Altima,white,black,Sedan,284650,17,Jan,16744.12,21502,Above Market
2012,Audi,A4,white,black,Sedan,284450,13,Jan,21880.77,36797,Above Market
2014,Chrysler,Town and Country,black,black,Minivan,284400,16,Dec,17775,24683,Below Market
2014,Ford,Fusion,black,black,Sedan,284400,18,May,15800,31992,Above Market
2013,Mazda,Mazda3,gray,black,Sedan,284201,28,Feb,10150.04,45058,Below Market
2012,Dodge,Grand Caravan,white,black,Minivan,284050,24,Jan,11835.42,60921,Above Market
2014,Dodge,Journey,blue,black,SUV,283900,19,Jan,14942.11,19681,Below Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,283750,9,Dec,31527.78,25274,Below Market
2013,Toyota,Camry,black,gray,Sedan,283700,21,Jan,13509.52,42026,Below Market
2013,Dodge,Avenger,black,black,Sedan,283600,28,Feb,10128.57,38101,Below Market
2013,Chevrolet,Malibu,silver,black,sedan,283600,23,Jun,12330.43,56994,Above Market
2014,Ford,Expedition,black,beige,SUV,283550,9,May,31505.56,30701,Below Market
2012,Mercedes-Benz,C-Class,black,black,Sedan,283500,15,Jun,18900,28274,Below Market
2012,Ford,F-150,black,gray,SuperCrew,283500,11,Jan,25772.73,42621,Above Market
2011,BMW,3 Series,white,tan,Sedan,283400,14,Jan,20242.86,37737,Above Market
2013,Mercedes-Benz,S-Class,—,brown,Sedan,283200,6,Feb,47200,27627,Below Market
2014,Ford,Focus,red,black,Hatchback,283200,24,Feb,11800,25546,Below Market
2014,Ram,2500,white,gray,Crew Cab,283100,8,Mar,35387.5,16181,Below Market
2012,Ford,F-150,gray,gray,SuperCrew,283000,13,Jan,21769.23,41480,Below Market
2014,Ford,Mustang,white,black,Convertible,283000,21,Jan,13476.19,44693,Below Market
2012,Porsche,Panamera,black,black,Sedan,283000,5,Feb,56600,29248,Below Market
2014,Kia,Forte,blue,gray,Sedan,282700,22,Feb,12850,17490,Above Market
2012,Jeep,Wrangler,black,black,SUV,282650,12,Feb,23554.17,40678,Below Market
2013,Chrysler,200,black,black,sedan,282600,25,Jun,11304,42057,Above Market
2012,Ford,F-250 Super Duty,black,black,Crew Cab,282500,7,Feb,40357.14,47593,Above Market
2012,GMC,Acadia,black,black,SUV,282350,12,Jan,23529.17,43249,Above Market
2013,Lexus,GS 350,white,black,sedan,282050,9,Jun,31338.89,34286,Above Market
2013,Ford,Edge,black,gray,SUV,282000,15,Jan,18800,37295,Below Market
2011,Toyota,Camry,silver,gray,Sedan,281900,29,Jan,9720.69,61318,Below Market
2014,Chevrolet,Tahoe,black,black,SUV,281700,8,Jan,35212.5,30595,Below Market
2012,Lexus,ES 350,black,black,Sedan,281500,14,Feb,20107.14,32980,Below Market
2014,BMW,i8,white,brown,coupe,281500,2,Jun,140750,2806,Below Market
2013,Dodge,Avenger,white,black,Sedan,281300,26,Jan,10819.23,41522,Above Market
2015,Kia,Sorento,gray,black,SUV,281200,14,Feb,20085.71,12230,Below Market
2014,Ford,Explorer,red,black,SUV,281200,10,Jan,28120,30447,Below Market
2014,Chevrolet,Suburban,white,black,SUV,281150,8,Jan,35143.75,28473,Below Market
2010,,,white,gray,,281150,26,Jun,10813.46,84907,Below Market
2013,Ram,1500,black,gray,crew cab,281100,10,Jun,28110,20710,Above Market
2011,Ford,F-150,blue,gray,SuperCrew,281000,13,Jan,21615.38,57679,Below Market
2014,Toyota,Camry,white,gray,sedan,280950,20,Jun,14047.5,22944,Below Market
2011,Infiniti,G Sedan,black,gray,G Sedan,280800,16,Jan,17550,31678,Below Market
2012,BMW,5 Series,white,gray,Sedan,280700,10,Feb,28070,43577,Below Market
2012,Infiniti,G Coupe,black,black,G Coupe,280650,12,Jan,23387.5,28316,Above Market
2013,Ford,Edge,white,black,SUV,280600,13,May,21584.62,28985,Below Market
2013,Infiniti,G Sedan,white,black,G Sedan,280550,13,Dec,21580.77,21173,Below Market
2014,Chrysler,300,white,black,sedan,280500,13,Jun,21576.92,21369,Below Market
2011,Nissan,Rogue,purple,black,SUV,280400,18,Jan,15577.78,40452,Above Market
2012,Nissan,Rogue,black,black,SUV,280300,20,Mar,14015,36844,Below Market
2012,Toyota,Camry,black,gray,Sedan,280200,20,Jan,14010,40465,Above Market
2012,Nissan,Sentra,silver,gray,Sedan,280100,25,Mar,11204,42113,Above Market
2013,Land Rover,Range Rover Sport,black,black,SUV,280050,6,Feb,46675,40718,Below Market
2014,Volvo,XC60,gray,black,SUV,280000,10,Jan,28000,16871,Below Market
2014,Ford,Fusion,black,black,Sedan,280000,16,Mar,17500,22438,Above Market
2013,Lexus,GS 350,black,black,sedan,279800,9,Jun,31088.89,30148,Above Market
2015,Chevrolet,Silverado 2500HD,white,gray,Crew Cab,279800,8,Feb,34975,18760,Below Market
2012,Ford,Edge,—,black,SUV,279700,14,Feb,19978.57,39729,Above Market
2014,Ford,Focus,gray,black,Sedan,279700,22,Feb,12713.64,21583,Above Market
2013,BMW,3 Series,white,black,Sedan,279550,10,Feb,27955,26703,Above Market
2013,Hyundai,Elantra,red,tan,Sedan,279500,23,Feb,12152.17,30416,Above Market
2013,Chrysler,200,black,black,sedan,279400,27,Jun,10348.15,41378,Below Market
2013,Ford,F-150,black,gray,SuperCab,279300,11,Jan,25390.91,20767,Above Market
2014,Chevrolet,Impala,white,gray,Sedan,279200,17,Feb,16423.53,19253,Below Market
2013,Hyundai,Elantra,red,tan,Sedan,279100,26,Feb,10734.62,39949,Below Market
2013,Mercedes-Benz,C-Class,black,black,Coupe,279000,10,Feb,27900,21136,Above Market
2015,Chevrolet,Silverado 2500HD,white,black,Crew Cab,279000,7,Feb,39857.14,10324,Below Market
2013,Ford,Explorer,—,black,SUV,279000,10,Mar,27900,27883,Above Market
2013,Nissan,Leaf,black,black,hatchback,278900,28,Jun,9960.71,18314,Above Market
2012,BMW,6 Series,black,black,convertible,278800,6,Jun,46466.67,23982,Above Market
2013,Mitsubishi,Outlander Sport,white,black,SUV,278800,18,Feb,15488.89,30486,Above Market
2014,Nissan,Altima,—,tan,Sedan,278700,14,Jan,19907.14,15636,Above Market
2013,Ford,Focus,red,black,sedan,278600,28,Jun,9950,44462,Above Market
2012,BMW,5 Series,black,gray,Sedan,278600,10,Feb,27860,42514,Below Market
2012,Toyota,Camry,gray,black,Sedan,278400,20,Feb,13920,35318,Below Market
2013,Ford,Escape,red,gray,SUV,278400,15,Mar,18560,18659,Above Market
2012,Toyota,Corolla,silver,gray,Sedan,278301,30,Feb,9276.7,55115,Below Market
2014,Subaru,Outback,white,beige,Wagon,278300,11,Feb,25300,13684,Above Market
2013,Mercedes-Benz,G-Class,black,black,suv,278250,3,Jun,92750,17842,Above Market
2011,Jeep,Wrangler,black,black,SUV,278250,12,Feb,23187.5,61799,Above Market
2013,Ford,Explorer,black,black,SUV,278250,10,May,27825,37649,Above Market
2014,Chevrolet,Cruze,silver,black,sedan,278200,24,Jun,11591.67,27190,Below Market
2011,Infiniti,G Sedan,blue,black,G Sedan,278150,15,Feb,18543.33,37496,Above Market
2013,Mercedes-Benz,E-Class,silver,black,Sedan,278002,10,Feb,27800.2,29717,Below Market
2014,Chrysler,Town and Country,blue,black,Minivan,278000,16,Jun,17375,28529,Below Market
2012,Honda,Civic,black,gray,sedan,277950,27,Jun,10294.44,38911,Below Market
2011,Infiniti,G Coupe,white,black,G Coupe,277950,13,Jan,21380.77,37566,Above Market
2012,Infiniti,G Sedan,blue,gray,g sedan,277900,15,Jun,18526.67,37236,Above Market
2012,Toyota,Sienna,gray,gray,Minivan,277850,13,Jan,21373.08,41493,Above Market
2014,Ford,Mustang,—,black,Convertible,277800,13,Jan,21369.23,24347,Above Market
2014,Ford,Fusion Hybrid,—,black,Sedan,277800,15,Feb,18520,33731,Below Market
2014,Ford,Explorer,white,black,SUV,277800,10,Jan,27780,25995,Below Market
2012,Infiniti,G Coupe,white,black,G Coupe,277650,12,Feb,23137.5,29773,Above Market
2014,Ram,1500,white,black,Crew Cab,277600,8,Feb,34700,17818,Above Market
2012,Toyota,Corolla,gray,gray,Sedan,277600,30,Feb,9253.33,45425,Below Market
2014,Nissan,Altima,—,black,Sedan,277500,19,Jan,14605.26,19235,Below Market
2012,BMW,6 Series,black,black,Convertible,277500,6,Feb,46250,27047,Above Market
2012,Ford,F-150,—,gray,SuperCrew,277425,12,Jan,23118.75,50124,Below Market
2014,lincoln,mkt,black,black,,277400,9,Jan,30822.22,20303,Above Market
2014,Toyota,Camry,white,gray,Sedan,277300,18,Dec,15405.56,13515,Below Market
2014,,,black,black,,277200,14,Jun,19800,18705,Above Market
2012,Infiniti,G Coupe,gray,black,G Coupe,277150,13,Jan,21319.23,29207,Below Market
2013,Ford,Escape,—,gray,SUV,277100,21,Jan,13195.24,52167,Below Market
2007,Mercedes-Benz,S-Class,black,black,Sedan,277050,14,Feb,19789.29,101898,Above Market
2015,BMW,,,,sedan,277000,3,Jun,92333.33,5168,Above Market
2014,Lincoln,MKZ,—,black,Sedan,277000,11,Feb,25181.82,25364,Above Market
2011,Honda,CR-V,black,black,SUV,277000,18,Jan,15388.89,42021,Above Market
2012,Lexus,RX 350,white,black,SUV,276950,9,Jan,30772.22,30629,Above Market
2014,Subaru,Legacy,red,black,Sedan,276800,15,Jan,18453.33,11304,Below Market
2012,Honda,Pilot,white,gray,SUV,276750,11,Jan,25159.09,43179,Above Market
2014,Chevrolet,Tahoe,silver,black,SUV,276750,7,Feb,39535.71,35893,Above Market
2011,Mercedes-Benz,M-Class,—,gray,SUV,276700,11,Jan,25154.55,40244,Below Market
2013,Jeep,Wrangler,red,black,SUV,276700,11,Feb,25154.55,32264,Below Market
2014,Ford,F-150,silver,gray,SuperCrew,276700,10,Feb,27670,19801,Above Market
2013,Infiniti,G Coupe,black,black,G Coupe,276650,12,Mar,23054.17,21390,Below Market
2013,Dodge,Grand Caravan,blue,black,Minivan,276600,21,Jan,13171.43,49169,Above Market
2014,Ford,F-150,black,gray,SuperCrew,276600,10,Jan,27660,16307,Below Market
2012,Nissan,Altima,gray,gray,Sedan,276550,24,Mar,11522.92,37030,Below Market
2013,Ford,Taurus,black,black,Sedan,276500,20,Jan,13825,50930,Below Market
2014,BMW,3 Series,black,—,Sedan,276500,8,Feb,34562.5,7115,Above Market
2012,BMW,5 Series,white,black,sedan,276400,11,Jun,25127.27,38556,Below Market
2012,Lincoln,MKZ,black,black,Sedan,276300,16,Jan,17268.75,28398,Above Market
2015,GMC,Yukon XL,white,black,suv,276250,7,Jun,39464.29,13124,Below Market
2012,Porsche,Panamera,black,black,Sedan,276100,5,Feb,55220,31100,Above Market
2014,Kia,Forte,white,gray,Sedan,276100,24,Feb,11504.17,18354,Below Market
2014,Ford,Mustang,black,black,Convertible,276100,15,Jan,18406.67,35687,Above Market
2012,Volkswagen,Jetta,white,black,Sedan,276050,26,Jan,10617.31,39422,Above Market
2014,Ram,1500,gray,gray,Quad Cab,275931,12,Jan,22994.25,15252,Below Market
2013,BMW,5 Series,black,black,Sedan,275900,8,Jan,34487.5,29458,Above Market
2014,Ram,1500,black,black,Crew Cab,275900,8,Feb,34487.5,13747,Above Market
2013,Chrysler,200,gray,black,sedan,275900,28,Jun,9853.57,45203,Below Market
2013,Ford,Fusion,gray,black,Sedan,275700,19,Mar,14510.53,33457,Below Market
2012,Chevrolet,Malibu,silver,black,Sedan,275700,30,Jan,9190,56543,Below Market
2013,Ford,Explorer,white,black,suv,275600,12,Jun,22966.67,43829,Below Market
2014,Dodge,Charger,gray,black,Sedan,275550,15,Jan,18370,25662,Above Market
2014,Chrysler,200,black,black,Sedan,275500,20,Jan,13775,24813,Above Market
2012,Ford,Fusion,gray,gray,Sedan,275500,29,Jan,9500,61556,Below Market
2014,BMW,X5,gray,—,SUV,275500,5,Feb,55100,8327,Below Market
2013,BMW,3 Series,white,black,sedan,275450,10,Jun,27545,26946,Above Market
2013,Chevrolet,Malibu,blue,black,Sedan,275401,23,Feb,11973.96,39841,Below Market
2013,Mercedes-Benz,C-Class,white,black,Sedan,275400,11,Jan,25036.36,19742,Above Market
2013,Ford,Escape,white,gray,SUV,275400,18,May,15300,57235,Above Market
2014,Ford,Fusion,silver,black,Sedan,275400,18,Mar,15300,25782,Below Market
2013,Chrysler,200,black,black,Sedan,275100,29,Jan,9486.21,38517,Below Market
2013,BMW,M6,—,black,coupe,275000,4,Jun,68750,7235,Below Market
2012,Lincoln,MKZ,—,black,Sedan,275000,18,Jan,15277.78,29153,Below Market
2013,Ford,F-150,black,black,SuperCrew,275000,8,Jan,34375,37140,Below Market
2014,Mercedes-Benz,GL-Class,black,black,SUV,274950,4,Feb,68737.5,16945,Below Market
2013,Dodge,Grand Caravan,silver,black,Minivan,274900,20,May,13745,51706,Below Market
2014,Ford,Escape,gray,black,SUV,274800,14,Jan,19628.57,21174,Below Market
2014,Subaru,Outback,blue,black,Wagon,274700,13,Feb,21130.77,14703,Below Market
2013,Toyota,Camry,white,black,Sedan,274700,19,Jan,14457.89,46791,Above Market
2012,BMW,6 Series,black,black,Convertible,274650,6,Jan,45775,31212,Below Market
2012,Nissan,Rogue,gray,gray,SUV,274600,20,Feb,13730,35797,Below Market
2012,Nissan,Altima,black,gray,Sedan,274501,22,Jan,12477.32,41336,Above Market
2013,Dodge,Charger,gray,black,Sedan,274400,19,May,14442.11,48134,Below Market
2011,Nissan,Murano,black,black,SUV,274300,16,Jan,17143.75,44086,Below Market
2012,Nissan,Altima,silver,gray,Sedan,274150,25,Feb,10966,36547,Below Market
2014,Jeep,Wrangler,gray,black,suv,274150,9,Jun,30461.11,15016,Below Market
2013,Ford,Fusion,white,beige,Sedan,274000,19,Jan,14421.05,39848,Above Market
2012,GMC,Acadia,white,black,SUV,273900,10,Jan,27390,45612,Above Market
2012,Toyota,Camry,gray,black,Sedan,273900,20,Jan,13695,36257,Below Market
2014,Chevrolet,Traverse,gray,gray,suv,273800,14,Jun,19557.14,48798,Above Market
2012,Nissan,Sentra,white,gray,Sedan,273700,30,Feb,9123.33,37459,Below Market
2011,Nissan,Rogue,black,gray,SUV,273650,18,Jan,15202.78,43463,Above Market
2013,BMW,3 Series,white,black,Sedan,273575,11,Jan,24870.45,23727,Below Market
2014,Ford,Escape,gray,gray,SUV,273500,14,Jan,19535.71,27724,Above Market
2012,Honda,Civic,gray,gray,sedan,273500,27,Jun,10129.63,39609,Below Market
2013,Mercedes-Benz,E-Class,—,black,Sedan,273500,9,Jan,30388.89,18734,Above Market
2012,Ford,Explorer,gray,black,SUV,273500,11,Feb,24863.64,43971,Above Market
2013,Dodge,Grand Caravan,black,black,Minivan,273451,21,Jan,13021.48,57936,Above Market
2014,Ford,F-150,blue,gray,SuperCrew,273400,9,May,30377.78,13983,Above Market
2013,Ford,Explorer,red,black,SUV,273300,11,Feb,24845.45,40226,Below Market
2013,Toyota,Camry,white,black,sedan,273300,23,Jun,11882.61,49649,Below Market
2012,Ford,F-150,red,gray,SuperCrew,273250,10,Jan,27325,39062,Above Market
2013,Ford,Explorer,—,tan,SUV,273200,10,Jan,27320,31871,Above Market
2014,Chrysler,Town and Country,beige,black,Minivan,273200,14,Jan,19514.29,25469,Below Market
2012,,,black,black,,273150,7,May,39021.43,26143,Above Market
2013,Toyota,Camry,black,black,Sedan,273100,20,Feb,13655,36476,Below Market
2013,Chrysler,Town and Country,gray,black,minivan,273001,17,Jun,16058.88,48298,Above Market
2014,Ford,Mustang,—,black,Coupe,272800,12,Dec,22733.33,21403,Above Market
2014,Chevrolet,Cruze,red,black,sedan,272600,21,Jun,12980.95,27213,Above Market
2013,Kia,Optima,black,black,Sedan,272400,13,Jan,20953.85,27817,Above Market
2014,Kia,Soul,silver,black,Wagon,272400,21,Feb,12971.43,13986,Below Market
2012,Ford,F-150,black,gray,SuperCrew,272200,12,May,22683.33,51427,Below Market
2014,Dodge,Grand Caravan,silver,black,Minivan,272200,16,Feb,17012.5,24636,Below Market
2013,Chevrolet,Impala,silver,black,Sedan,272200,24,Feb,11341.67,47559,Above Market
2014,Ford,Fusion,—,black,sedan,272100,19,Jun,14321.05,27103,Below Market
2012,Ferrari,California,red,tan,Convertible,272000,2,Feb,136000,19898,Below Market
2013,Dodge,Avenger,gray,black,Sedan,272000,25,Jan,10880,40969,Above Market
2013,Lexus,GS 350,black,black,Sedan,271950,8,Feb,33993.75,23452,Above Market
2013,Chevrolet,Camaro,black,black,Coupe,271950,12,Jan,22662.5,28334,Above Market
2014,Jeep,Grand Cherokee,white,black,SUV,271900,7,Dec,38842.86,18812,Above Market
2013,Dodge,Charger,black,black,Sedan,271900,14,Jan,19421.43,33150,Above Market
2011,Nissan,Maxima,gray,black,Sedan,271900,16,Feb,16993.75,41966,Above Market
2012,Hyundai,Sonata,black,black,Sedan,271900,19,Jan,14310.53,35948,Above Market
2014,Toyota,Camry,black,black,sedan,271800,17,Jun,15988.24,24659,Above Market
2014,Chrysler,300,red,black,Sedan,271800,12,Feb,22650,19956,Above Market
2011,BMW,3 Series,black,tan,Sedan,271600,14,Jan,19400,38901,Below Market
2013,Hyundai,Elantra,red,beige,sedan,271600,23,Jun,11808.7,23490,Above Market
2013,Ford,Escape,gray,black,SUV,271600,17,May,15976.47,45235,Below Market
2014,Ford,F-150,black,gray,supercrew,271600,9,Jun,30177.78,20035,Above Market
2013,Hyundai,Elantra,blue,gray,Sedan,271501,23,Feb,11804.39,33944,Above Market
2013,Chrysler,200,black,black,Sedan,271500,28,Feb,9696.43,41811,Below Market
2014,Kia,Soul,silver,black,Wagon,271450,19,Feb,14286.84,11582,Above Market
2014,Ford,Fusion Hybrid,—,black,Sedan,271400,13,Jan,20876.92,26216,Above Market
2012,Nissan,Rogue,gray,gray,SUV,271350,18,May,15075,35050,Above Market
2012,Ford,F-150,black,gray,SuperCrew,271300,12,Jan,22608.33,52124,Below Market
2012,Ford,Fusion,blue,black,Sedan,271300,20,May,13565,37894,Above Market
2014,Chevrolet,Impala Limited,white,gray,Sedan,271300,19,Feb,14278.95,17283,Above Market
2012,MINI,Cooper,white,black,Hatchback,271250,19,Feb,14276.32,29198,Above Market
2012,Honda,Accord,black,black,Coupe,271150,18,Feb,15063.89,34601,Above Market
2012,Nissan,Maxima,white,tan,Sedan,270950,14,Feb,19353.57,31957,Above Market
2013,Chevrolet,Impala,red,black,Sedan,270801,24,Feb,11283.38,47431,Above Market
2012,Honda,Accord,silver,gray,Sedan,270700,23,Feb,11769.57,41757,Below Market
2014,Ram,1500,red,gray,Quad Cab,270550,12,Feb,22545.83,19855,Below Market
2014,Kia,Optima,black,gray,Sedan,270500,18,Jan,15027.78,25106,Above Market
2012,Lexus,IS 250,silver,black,Sedan,270500,12,Jan,22541.67,31473,Above Market
2014,Ford,Expedition,black,beige,suv,270500,9,Jun,30055.56,30012,Below Market
2013,Chevrolet,Impala,white,black,Sedan,270401,24,Feb,11266.71,51506,Above Market
2014,Dodge,Charger,red,black,Sedan,270400,12,Feb,22533.33,18822,Above Market
2011,Mercedes-Benz,M-Class,—,gray,SUV,270400,11,Feb,24581.82,41764,Below Market
2013,Nissan,Leaf,silver,black,hatchback,270150,27,Jun,10005.56,17808,Above Market
2014,Nissan,Altima,black,black,Sedan,270150,19,May,14218.42,20649,Below Market
2013,Infiniti,G Sedan,black,gray,G Sedan,270150,12,Feb,22512.5,24393,Above Market
2014,Kia,Optima,white,gray,Sedan,270100,19,Jan,14215.79,20705,Below Market
2014,Dodge,Avenger,red,black,Sedan,270100,21,Feb,12861.9,20695,Above Market
2011,Ford,Edge,black,black,SUV,270000,15,Jan,18000,40179,Below Market
2013,Infiniti,G Sedan,black,beige,g sedan,269950,12,Jun,22495.83,16185,Above Market
2012,Ford,Edge,white,black,SUV,269950,12,Jan,22495.83,31586,Above Market
2012,Honda,CR-V,black,black,SUV,269900,16,Feb,16868.75,49532,Below Market
2015,BMW,4 Series,black,black,convertible,269750,6,Jun,44958.33,12164,Below Market
2013,Ford,Explorer,—,black,SUV,269700,10,Mar,26970,32996,Below Market
2013,Dodge,Grand Caravan,red,black,Minivan,269500,21,Jan,12833.33,49517,Above Market
2014,Ford,Mustang,silver,black,Convertible,269500,15,May,17966.67,36342,Below Market
2014,Dodge,Grand Caravan,beige,black,Minivan,269400,16,Feb,16837.5,22806,Below Market
2013,Hyundai,Elantra,gray,gray,Sedan,269400,23,May,11713.04,27609,Above Market
2013,Nissan,Altima,silver,black,Sedan,269400,21,Dec,12828.57,33597,Below Market
2014,Dodge,Grand Caravan,red,black,Minivan,269300,17,Mar,15841.18,31024,Below Market
2013,Chrysler,200,black,black,Sedan,269200,24,Jan,11216.67,42082,Above Market
2012,BMW,3 Series,black,black,Sedan,269200,11,May,24472.73,35382,Below Market
2013,Ford,Explorer,black,black,SUV,269100,9,Dec,29900,36357,Above Market
2014,Dodge,Charger,silver,black,Sedan,269000,13,Jan,20692.31,17845,Above Market
2013,Volkswagen,Passat,gray,black,Sedan,269000,18,Jan,14944.44,36466,Above Market
2013,Toyota,Sienna,gray,gray,Minivan,268901,16,Jan,16806.31,48810,Below Market
2014,Kia,Optima,gray,gray,Sedan,268800,17,Jan,15811.76,17357,Above Market
2014,Toyota,Corolla,gray,gray,Sedan,268800,23,Jan,11686.96,20799,Below Market
2014,Chevrolet,Captiva Sport,silver,black,SUV,268800,18,Feb,14933.33,22502,Below Market
2011,Nissan,Rogue,—,black,SUV,268700,18,Jan,14927.78,40018,Above Market
2012,Ford,Escape,red,black,SUV,268700,15,Jan,17913.33,34673,Above Market
2012,Mercedes-Benz,E-Class,—,off-white,Sedan,268650,10,Feb,26865,21818,Below Market
2012,Hyundai,Sonata,black,black,Sedan,268600,19,Feb,14136.84,38243,Above Market
2012,Infiniti,G Sedan,white,beige,G Sedan,268600,15,Feb,17906.67,29610,Below Market
2012,Lexus,RX 350,—,beige,SUV,268600,10,Feb,26860,32453,Below Market
2013,Ford,Escape,white,black,suv,268600,18,Jun,14922.22,45314,Below Market
2013,Ford,Escape,red,black,SUV,268400,13,May,20646.15,26723,Above Market
2012,BMW,7 Series,black,black,Sedan,268350,7,Feb,38335.71,29281,Above Market
2012,Chevrolet,Cruze,silver,black,Sedan,268300,31,Feb,8654.84,59530,Below Market
2014,Kia,Forte,silver,black,Sedan,268300,21,Feb,12776.19,15827,Above Market
2014,Subaru,Legacy,blue,black,Sedan,268300,15,Feb,17886.67,13778,Below Market
2014,Acura,MDX,black,black,SUV,268300,7,Jan,38328.57,21480,Below Market
2010,Chevrolet,Camaro,black,black,Coupe,268250,16,Feb,16765.63,52925,Below Market
2011,BMW,3 Series,white,tan,Sedan,268150,14,Jan,19153.57,32344,Below Market
2014,Ford,Edge,red,black,SUV,268100,10,Jan,26810,22527,Above Market
2012,Nissan,Altima,white,beige,Sedan,267900,20,May,13395,32273,Above Market
2014,Dodge,Journey,silver,black,SUV,267800,16,Jan,16737.5,20573,Above Market
2015,Kia,Sorento,gray,black,SUV,267800,13,Feb,20600,12928,Above Market
2013,Ford,Explorer,—,black,SUV,267800,11,May,24345.45,28613,Below Market
2014,Toyota,Camry,silver,black,sedan,267800,16,Feb,16737.5,19440,Above Market
2014,Ford,Flex,black,black,Wagon,267800,10,Jan,26780,18522,Above Market
2012,Honda,Pilot,blue,gray,SUV,267750,14,Jan,19125,37420,Below Market
2014,Chrysler,300,black,black,Sedan,267700,12,Mar,22308.33,22334,Below Market
2012,Nissan,Sentra,white,gray,Sedan,267550,24,Mar,11147.92,40451,Above Market
2012,Honda,Pilot,gray,black,SUV,267500,12,Jan,22291.67,42117,Below Market
2011,Nissan,Murano,white,tan,SUV,267450,13,Feb,20573.08,37333,Above Market
2013,Volkswagen,Passat,silver,black,Sedan,267400,21,Jan,12733.33,44298,Below Market
2011,Mercedes-Benz,M-Class,white,brown,SUV,267300,11,Feb,24300,41024,Below Market
2011,Infiniti,G Sedan,black,gray,G Sedan,267300,15,Feb,17820,34684,Below Market
2014,Kia,Soul,white,black,Wagon,267300,20,Feb,13365,13275,Below Market
2013,Ford,Explorer,—,black,SUV,267300,10,Dec,26730,21481,Below Market
2012,BMW,X5,black,brown,SUV,267200,8,Jan,33400,43933,Below Market
2012,Honda,Pilot,white,gray,SUV,267200,13,Jan,20553.85,37278,Below Market
2013,Chevrolet,Impala,red,black,sedan,267200,27,Jun,9896.3,53884,Above Market
2012,Acura,MDX,gray,black,SUV,267200,10,Jan,26720,38432,Below Market
2014,Ford,Explorer,gray,black,SUV,267100,9,Feb,29677.78,29868,Above Market
2012,Nissan,Rogue,gray,gray,SUV,266950,20,May,13347.5,36063,Below Market
2014,Dodge,Journey,white,black,suv,266950,15,Jun,17796.67,21739,Above Market
2014,Kia,Rio,silver,black,Sedan,266900,24,Jan,11120.83,15349,Below Market
2014,Dodge,Durango,black,black,SUV,266900,9,Jan,29655.56,14312,Below Market
2014,Ford,Explorer,red,black,SUV,266700,10,Mar,26670,35354,Below Market
2014,Jeep,Compass,black,black,SUV,266600,17,Feb,15682.35,27347,Below Market
2012,Nissan,Rogue,purple,black,SUV,266600,19,May,14031.58,34997,Below Market
2014,Dodge,Journey,gray,black,SUV,266500,16,Feb,16656.25,19296,Below Market
2013,Ford,Edge,silver,black,SUV,266500,11,May,24227.27,32844,Above Market
2012,Ford,Escape,white,tan,SUV,266500,16,Feb,16656.25,42628,Above Market
2013,Ford,Escape,blue,black,SUV,266450,16,Feb,16653.13,48842,Below Market
2014,,,—,black,,266400,9,Jan,29600,19088,Below Market
